sample_size,kernel,balanced_accuracy,accuracy,effective_rank,kta,offdiag_var
100,global,0.6859802431610942,0.7466666666666667,73.89247827674329,0.15130208724620356,0.0073357212216388495
100,local_2qubit,0.766337386018237,0.8066666666666666,10.712119962511709,0.17333862579922468,0.03077106866026088
100,multiscale,0.7021276595744681,0.7533333333333333,38.02003919427544,0.17888258706978502,0.014707767046016944
250,global,0.6893996960486322,0.76,109.305170643868,0.16856076465654454,0.012039412137278301
250,local_2qubit,0.7393617021276595,0.8,9.127602280875035,0.21269784731005342,0.029692489514202655
250,multiscale,0.7091565349544073,0.7666666666666667,44.11778105868588,0.20924862414000975,0.017465270658154806
500,global,0.7733662613981763,0.82,142.03528510873863,0.18112363602821718,0.0127865799604063
500,local_2qubit,0.746580547112462,0.8,8.781319925121743,0.24736063639408387,0.027727483754998644
500,multiscale,0.7697568389057751,0.82,50.2915656087693,0.23578489787687532,0.017163429532782715
